Set,nHM,piPC09,PCD,X2Av,MLOGP,ON1V,N-072,B02[C-N],F04[C-O],logBCF,Class
1,6.0,6.588510065913615,2.359209313205985,0.21,6.47,1.21,0.0,0.0,0.0,5.661147225166083,2.0
1,0.2600912395526255,1.025513541980061,0.4763249981870967,0.22919270083578996,1.1929624064036732,1.7384731770218507,0.7399087604473745,1.0,3.2600912395526254,1.77161459832842,2.0
1,0.0,3.036435627132744,0.06,0.1,4.76958863010583,1.2309706998125174,0.0,0.0,2.0,3.2213228856970155,2.0
1,1.7554577723525897,0.8124948341652102,0.4759383965821315,0.7251531578883864,3.3037992900824302,2.489455073421026,0.0,0.0,3.377728886176295,3.761353867805956,2.0
1,3.4656725264694366,2.151,1.2646567252646943,0.19,3.1603883074114423,0.94,0.0,0.0,4.0,3.919105273822493,2.0
1,2.006877618633845,2.7940467419345856,1.2451031642795076,0.21482805953415388,2.5235075855032605,1.029381014322954,0.0,0.0,5.489683572049233,3.1325447188945224,2.0
0,0.38961808621920346,5.520918788636196,2.186885425865761,0.16779236172438408,3.425071554148515,1.3451909568903984,0.0,0.6103819137807965,0.0,2.055214662445545,2.0
1,0.0,2.6923068082581785,0.06404729650981379,0.09297635174509311,4.586689244313035,1.1890540698037244,0.0,0.0,2.0,3.2211959593331656,2.0
1,6.0,6.604200725416231,2.342999546614856,0.21,6.47,1.1909998488716185,0.0,0.0,0.0,5.558000302256763,2.0
1,2.893029406505262,2.0359531266964095,1.272301618251895,0.18893029406505263,3.002187645691368,0.9276983817481051,0.0,0.053485296747368904,4.0,3.413888672236736,2.0
1,6.0,6.578326672099737,2.34,0.21,6.47,1.1995854149688319,0.0,0.0,0.0,5.7996353742207996,2.0
1,0.0,3.3746470627973304,0.058471431440955894,0.1,5.188785585156984,1.3513999598266175,0.0,0.0,2.0,2.7738140532825724,2.0
1,0.0,3.86549340748733,0.047098103809254416,0.1,6.216661176213375,1.678351197150131,0.0,0.0,2.0,3.6886026433550194,2.0
1,0.9568008851264563,6.708489690591532,2.5142731418131286,0.18913601770252914,1.4585756193956239,1.2165266369052572,0.043199114873543665,0.043199114873543665,11.913601770252912,1.1709107519716966,2.0
0,1.0,6.571041368615724,2.346161504778785,0.359798670371534,4.316469012671635,1.853435835964283,0.0,0.3232300955756967,6.0,3.480303097132729,2.0
0,2.5174790503573576,6.520803540517541,2.3848252094964266,0.1951747905035736,4.769438687192974,1.0244756284892793,0.0,0.0,0.0,4.1211865922287085,2.0
1,0.506974342228195,0.6833335616717217,0.8145548488526272,0.2094420526217444,1.632414329166187,1.3953056643028088,0.49302565777180496,1.0,3.506974342228195,1.8111158947565111,2.0
1,0.08328441119525964,0.0,0.12409377268093687,0.1791671558880474,1.1074251491287472,1.690885680021072,0.0,0.08328441119525964,7.666862355218962,1.1107917495159707,2.0
1,0.0,3.407839329782764,0.058165917054830374,0.1,5.275897050339418,1.3795202395195798,0.0,0.0,2.0,2.7976436770861546,2.0
0,5.0,6.419709685741659,2.34,0.21,6.23,1.21,0.0,0.0,0.0,5.2793897685247195,2.0
1,0.8925938953083985,0.0,0.6865917849087929,0.5057967717875655,1.299092664241962,0.5718883808297246,0.0,0.5537030523458008,0.0,1.3473517020395342,2.0
1,0.787272104975771,0.0,1.2321272789502422,0.18787272104975772,1.1397819053033922,0.6444547632584801,0.0,1.0,0.0,1.119345715910176,2.0
1,0.1076109142366195,0.0,1.1740423245969578,0.17807081856774648,0.8959186002830141,0.7070866902916056,0.0,0.9461945428816902,0.0,0.8073097271440846,2.0
1,1.437407899057595,2.985424181903244,0.36932250246282905,0.13530927646701582,3.694101642900522,1.1275110521130887,0.0,0.0,3.2187039495287975,3.6796980916083766,2.0
1,6.0,6.566446300896837,2.3665960619394766,0.21,6.47,1.1988653539798255,0.0,0.0,0.0,5.542269292040349,2.0
0,1.0,6.318544614961559,2.369639365853094,0.17003055935068512,3.147481639032973,1.4690708943127073,0.0,0.9309291056872926,6.207212682938122,3.4558557463412374,2.0
0,1.1030071658623593,6.865746801952502,2.2665675438811377,0.43356205213360255,5.2195264887274435,2.394077087962914,0.051503582931179626,0.025751791465589813,9.103007165862358,3.361372312801615,2.0
0,5.0,6.405,2.3897965621015165,0.21,6.23,1.21,0.0,0.0,0.0,4.811505440448778,2.0
1,0.05587115467735004,0.0,1.23,0.16167613464032052,0.694583308058034,0.6172064422661325,0.0,1.0,0.0,1.0394412884532265,2.0
1,1.737035556791009,0.0,0.4634830209373507,0.2858146223828312,1.028926088752989,0.5036667998888091,0.0,0.26296444320899115,0.0,0.8310003996664277,2.0
1,7.545915770164989,6.706953829706004,2.3718366308065995,0.21,6.825560627137947,1.18454084229835,0.0,0.0,0.0,5.90270421149175,2.0
1,0.0,2.56473857807742,0.9599394658156465,0.19353348128970443,1.4005399096847597,1.747084258060653,1.0,1.0,3.0,1.3770842580606528,2.0
1,0.0,2.9561630457380357,0.06,0.1,4.674420105771898,1.2040752472833625,0.0,0.0,2.0,3.3764889579806012,2.0
0,2.311969989824961,0.0,0.3899624872812012,0.6978604069190266,2.2990296693731325,0.3521395930809734,0.0,0.0,0.0,2.0186431739519,2.0
1,0.16303612576262616,4.647043159530631,1.2718481937118686,0.18141252880338385,1.8928250576067678,2.4340332825526767,0.8369638742373738,0.8369638742373738,9.510891622712121,2.5591286701830303,2.0
1,6.0,6.602609697854921,2.3439939388406748,0.21,6.47,1.2086686870531085,0.0,0.0,0.0,5.739379802221493,2.0
1,0.8384807637639851,0.4936027859372616,1.4609265374775173,0.17,2.3759390339241073,0.8537521202500533,0.16151923623601494,1.0,3.838480763763985,1.7833973040842301,2.0
1,1.0,6.211089502461113,2.0160810824389763,0.20704365900187766,2.219747399335902,1.9766174615910657,0.0,0.0,11.147817049906118,2.4010571693922316,2.0
0,0.7774235824289695,5.067921616599499,1.3799681224186071,0.2188711791214485,2.365229695834652,2.7051659406718667,0.22257641757103053,1.0,3.554847164857939,2.071906988361783,2.0
1,1.7933032039085037,0.8531975958035957,0.49978101846235734,0.7088796223193434,3.295473295140129,2.442337511133913,0.0,0.0,3.396651601954252,3.7534063271792144,2.0
1,2.783793817553553,1.9184702507788463,1.2848637109813414,0.18783793817553554,2.9737863925639236,0.9151362890186585,0.0,0.10810309122322337,4.0,3.3259540231306106,2.0
1,6.0,6.59961729141171,2.3487962893015215,0.21,6.47,1.21,0.0,0.0,0.0,5.7201543606247105,2.0
1,1.9733476626152142,1.0468354111426628,1.3780650187992505,0.17973347662615216,2.7630703922799555,0.8219349812007496,0.0,0.5133261686923929,4.0,2.6735448684052474,2.0
0,2.7667719275754723,6.567919894311764,2.382332280724245,0.19766771927575474,4.904056840890755,1.0169968421727358,0.0,0.0,0.0,4.280734033648302,2.0
0,5.0,6.405,2.360934729138661,0.21,6.23,1.21,0.0,0.0,0.0,5.025083004373909,2.0
1,1.0,6.3710219949825095,2.439799353785608,0.17863138521989003,3.6187952232133895,1.0564233773613196,0.0,0.13686147801099613,0.0,3.4041785612818565,2.0
1,1.4785601254463328,6.803322923230243,2.6992112338705097,0.19,1.6637268586461604,1.2720328319888148,0.23928006272316638,0.11964003136158319,12.119640031361584,1.2045156247756508,2.0
1,6.0,6.584573926197827,2.34,0.21,6.47,1.1976331480631792,0.0,0.0,0.0,5.75082870157948,2.0
0,2.0923062936514536,6.440445889500125,2.3890769370634857,0.19092306293651454,4.539845398571785,1.0372308111904565,0.0,0.0,0.0,3.8490760279369303,2.0
0,1.4081112611787157,5.173644879139778,1.3791007614535926,0.7415967702133137,5.5091124278148405,4.012609603210686,0.0,0.0,6.0,3.694055630589358,2.0
0,6.0,6.59779301610559,2.34,0.21,6.47,1.2,0.0,0.0,0.0,5.855484722730978,2.0
0,5.0,6.431202704236578,2.34,0.21,6.23,1.21,0.0,0.0,0.0,5.3570452988958,2.0
1,0.0,0.6675904453182638,0.057800038555693836,0.21371668915748807,0.8595832530089711,1.934133436148517,0.48166698796411533,0.48166698796411533,5.591665060179423,1.3723502216952395,2.0
0,5.110062049388728,5.237047801441956,0.8293272178259221,0.22110062049388726,2.5454588630141735,1.2766037229633236,0.37798759012225447,0.37798759012225447,7.622012409877746,2.729383330570162,2.0
1,1.0,0.0,1.0505757028020233,0.42952575941893933,2.7931190102752064,1.5121705291130851,0.0,0.7050843642966599,3.7050843642966598,2.48867874047778,2.0
1,0.0,3.2461998476328,0.05502551691139424,0.1,5.197244173569422,1.366645183468293,0.0,0.0,2.0,3.6139027728100475,2.0
1,6.0,6.566136161857222,2.380184848258854,0.21,6.47,1.2033949494196179,0.0,0.0,0.0,5.472932828772483,2.0
1,5.4344518444882715,6.465823258228358,2.394344518444883,0.21,6.334268442677185,1.21,0.0,0.0,0.0,5.079360143582728,2.0
0,0.0,4.247123250498471,1.31,0.17746317826126862,1.657610465216194,1.7865794565317155,1.0,1.0,2.2536821738731385,1.341947673919029,2.0
1,2.6208083471256685,6.832735814938486,3.00761825372393,0.19,2.19772790228125,1.5633061285170453,0.8104041735628342,0.4052020867814171,12.405202086781417,1.4301096485573195,2.0
1,0.42852697479498936,3.061844918068622,0.08571161848769936,0.10857053949589979,4.325748959659908,1.1914294605041003,0.0,0.0,2.4285269747949894,3.5414139016823465,2.0
0,0.5180522781786634,4.975803566906696,1.329214966426973,0.17518052278178664,1.8000629424458805,2.2755581774570692,1.0,1.0,9.222921582732004,2.271334906474242,2.0
1,1.0,0.0,0.3468796688682281,0.8451314707355432,3.246507058984229,2.7967700004553153,0.0,0.23280514689142828,3.2328051468914283,3.4474055518104008,2.0
1,1.3544192962466137,3.029740095804308,0.3220189988605697,0.13240467536863149,3.729371799095189,1.1374696844504064,0.0,0.0,3.177209648123307,3.6892417809316393,2.0
1,0.7442116569432979,3.247904082765407,0.10465269941659787,0.11488423313886596,4.197177545390311,1.2183682514585052,0.0,0.0,2.744211656943298,3.453748589498762,2.0
1,3.724157708387636,6.861147060990982,3.3055225812646616,0.19,2.71354372867122,1.844660215638847,1.362078854193818,0.681039427096909,12.68103942709691,1.648021147406558,2.0
1,0.23750647129246993,0.0,0.3538846422257802,0.1776249352870753,1.343384901077479,1.525868075717057,0.0,0.23750647129246993,7.04997411483012,1.2418805005985996,2.0
1,1.0,6.21341464583576,1.868260784660269,0.2019955421425595,1.5779487346394343,1.7677704203418145,0.0,0.0,10.80044578574405,1.739765962484374,2.0
1,0.5222851091197723,1.4598967065299757,1.4040113196415591,0.17,2.113496640569411,1.1351662528834026,0.47771489088022767,1.0,3.5222851091197724,1.5747081720190497,2.0
1,0.08289132169335423,4.9594980816436065,1.2899469586032026,0.17331565286773418,1.8534217356613292,2.647725425936389,0.9171086783066458,0.9171086783066458,10.0,2.4901591241903924,2.0
1,0.5283701212972092,2.7869870311082434,0.09641850606486047,0.10585110363891627,4.016772664823809,1.128120713342693,0.0,0.0,2.5283701212972094,3.4423057739912974,2.0
0,2.5636641683934442,6.529532527826361,2.3843633583160657,0.19563664168393444,4.79437865093246,1.0230900749481966,0.0,0.0,0.0,4.150745067771804,2.0
0,6.0,6.596334991937711,2.351873445058396,0.21,6.47,1.2019789075097327,0.0,0.0,0.0,5.79094916206203,2.0
0,6.0,6.608292821400137,2.34,0.21,6.47,1.2,0.0,0.0,0.0,5.8784530468127985,2.0
1,1.0,6.034277142407443,1.84719344976464,0.2122402015457034,2.45748922071593,2.228649774966614,0.0,0.0,10.88798992271483,2.7946952670870306,2.0
0,6.0,6.719699420337075,2.2932268638827757,0.21,6.47,1.1932268638827759,0.0,0.0,0.0,5.9409582250550175,2.0
1,0.0,2.5814488968700076,0.0026040469978903654,0.3391498041754568,4.9852437336786215,2.921878590063289,0.0,0.0,0.08680156659634553,3.926129569186005,2.0
1,4.849286660447192,6.420598830643716,2.389246433302236,0.20924643330223597,6.139571996268316,1.1949286660447191,0.0,0.0,0.0,4.781364465484966,2.0
0,0.24265285416402183,2.3575318096897613,0.10110535590167569,0.3402938858334391,4.949042900625555,2.8236722593074775,0.0,0.0,0.0,3.936249671597372,2.0
0,4.252990167989241,6.34598622327115,2.3601196067195698,0.2025299016798924,6.050717640317418,1.2249401966402151,0.0,0.0,0.0,4.832410294960322,2.0
1,6.0,6.564493688121175,2.3817246673863988,0.21,6.47,1.203908222462133,0.0,0.0,0.0,5.469596553996135,2.0
0,1.0,6.575088878422196,2.3669826181164093,0.1826303641269308,3.859012765565928,2.2641587451111485,0.0,0.9245654529102307,3.2263036412693076,2.657891092380792,2.0
1,0.0,3.8940526015366506,0.033351382723629884,0.14155385797731324,6.51748791392516,2.057823438057456,0.0,0.0,1.6675691361814942,4.208473216108131,2.0
0,6.0,6.583937891410768,2.34,0.21,6.47,1.2,0.0,0.0,0.0,5.825176637461054,2.0
1,0.0,0.0,1.2370550605316057,0.1741101210632114,1.0791935108331308,0.8316518159481711,0.0,1.0,0.0,1.3292574817958338,2.0
1,1.0083372499412586,6.291342297240543,2.3700416862497065,0.1800833724994126,3.95450211496828,1.0398749412508812,0.0,0.0,0.0,3.6333348999765036,2.0
0,5.0,6.405,2.3748462527931906,0.21,6.23,1.21,0.0,0.0,0.0,4.922137729330388,2.0
0,8.0,6.833789908431039,2.359210091568961,0.21,6.93,1.18,0.0,0.0,0.0,5.813842018313792,2.0
1,0.26289929415698077,1.6975429255564733,0.36707620239738825,0.10577395764941884,4.112162155285464,0.988501218811336,0.0,0.0,1.4742014116860385,2.914938550557555,2.0
1,0.0,4.056034025127964,0.04169491316661787,0.1,6.63694937800527,1.8132204089183013,0.0,0.0,2.0,4.187118733835431,2.0
1,1.1651903703686153,6.795253652036992,2.614601399999526,0.19,1.5172264981473276,1.1921235444439968,0.08259518518430764,0.04129759259215382,12.041297592592153,1.1426250981478017,2.0
1,3.115727795515415,6.600022173164155,2.380578638977577,0.20057863897757708,5.099436677309249,1.0215727795515415,0.0,0.0,0.0,4.451988281147928,2.0
0,6.0,6.609,2.34,0.21,6.47,1.2060547820139187,0.0,0.0,0.0,5.813397397846894,2.0
1,0.8932439340641156,2.944,0.4083651342850051,0.26078390813154084,3.400526052969597,2.343352235602068,0.8932439340641156,0.8932439340641156,1.1067560659358844,2.3459721578043435,2.0
0,1.0,6.613342029525154,2.3565735974081217,0.260698019439089,4.166078876460417,2.2095113863926374,0.0,0.6643399352030368,4.00698019439089,2.8920940583172667,2.0
1,1.0,6.781549496893825,2.7934632490132616,0.17169679903895566,1.9406253674272687,1.139638411532532,0.0,0.8303200961044345,0.0,2.2599718414276833,2.0
1,0.7063032766625523,0.0,0.8020919684692176,0.43780069598183163,1.2888466802164404,0.6445417221016047,0.0,0.6468483616687238,0.0,1.3687751231838066,2.0
0,0.6117316160101278,6.094675526164094,1.8611450352096215,0.3351675363227345,3.949887494434434,2.5125978313570627,0.3882683839898722,0.3882683839898722,9.388268383989873,3.0583238220889126,2.0
1,0.7706052542950503,2.944,0.36053604917506965,0.23870894577310908,3.5734465914439792,2.1863747254976644,0.7706052542950503,0.7706052542950503,1.2293947457049497,2.490685799931841,2.0
1,0.0,1.830116334690279,0.43646613070744433,0.22872496600286088,0.982641028716027,1.9670310375178806,1.0,1.0,3.0,1.5970310375178804,2.0
1,0.6396549047947317,2.944,0.3094654128699454,0.21513788286305174,3.7580865842394284,2.0187582781372564,0.6396549047947317,0.6396549047947317,1.3603450952052683,2.645207212342217,2.0
1,0.0,3.538473988263661,0.05259949862854263,0.1,5.453022561715582,1.4336070192004031,0.0,0.0,2.0,3.249440611088047,2.0
1,6.0,6.5740074141970455,2.37280554919027,0.21,6.47,1.2009351830634234,0.0,0.0,0.0,5.488921310087748,2.0
1,0.9676840488903495,2.944,0.43739677906723634,0.27418312880026297,3.295565491064607,2.4386355825796473,0.9676840488903495,0.9676840488903495,1.0323159511096505,2.258132822309388,2.0
0,1.0,4.238290252302455,1.5517280332442875,0.2148212843547949,2.2841682370255665,1.1983337820073048,0.0,0.2797635071689457,6.720236492831054,2.955834455018262,2.0
1,0.0,2.8832126831506546,0.3126119653145899,0.13934480650466236,3.799913951215032,1.2714912932273714,0.0,0.0,1.1775865582556275,2.8157070265545823,2.0
0,6.0,6.5899335303371185,2.351916543539301,0.21,6.47,1.2,0.0,0.0,0.0,5.744945839887921,2.0
0,1.2709576425151299,6.7576304420855555,2.7472307551675863,0.1754191528503026,2.3320346218447847,1.1274850828981844,0.0,0.7290423574848701,0.0,2.470433332952385,2.0
1,6.0,6.57273807599284,2.3479911075134248,0.21,6.47,1.2013318512522375,0.0,0.0,0.0,5.759389652414975,2.0
0,6.0,6.579438412147173,2.34,0.21,6.47,1.2,0.0,0.0,0.0,5.815334026571941,2.0
1,0.0,2.9058809011937807,0.06059468172864616,0.09940531827135383,4.630860595296338,1.1922691375275998,0.0,0.0,2.0,3.383348911597907,2.0
1,0.0,2.890877710468994,0.31581704406570277,0.1399966869286175,3.7950248480353688,1.274153138291855,0.0,0.0,1.1667218845230416,2.8116870972735253,2.0
0,0.4188373788191737,5.586007354766757,1.9675746847461029,0.17581162621180826,1.599739514541699,1.5610022086147701,0.5811626211808263,1.0,1.1623252423616526,1.6313024272915042,2.0
0,5.0,6.405,2.3859588275917782,0.21,6.23,1.21,0.0,0.0,0.0,4.839904675820843,2.0
1,6.0,6.564971924161695,2.3675175473989407,0.21,6.47,1.200827484200353,0.0,0.0,0.0,5.559032136608121,2.0
1,0.0,4.009143705399838,0.04246677028148414,0.1,6.553588809599713,1.7873631955702813,0.0,0.0,2.0,4.153928877896181,2.0
0,4.55158787254407,6.369575441930982,2.372063514901763,0.2055158787254407,6.1223810894105775,1.2189682425491186,0.0,0.0,0.0,4.8234523638236775,2.0
1,0.0,0.0,1.23,0.16164834261137,0.89,0.6949450278341099,0.0,1.0,0.835165738862999,1.1524179529338296,2.0
0,5.4112551165853695,6.529186084716098,2.323549795336585,0.21,6.328701227980488,1.2058874488341462,0.0,0.0,0.0,5.615064802463416,2.0
0,6.0,6.619007897231914,2.3311040913494088,0.21,6.47,1.2077760228373522,0.0,0.0,0.0,5.794463748789124,2.0
0,6.0,6.667415605755254,2.3140185040933177,0.21,6.47,1.1948037008186636,0.0,0.0,0.0,5.893140786901383,2.0
1,0.9852860506655043,0.04496582916621872,1.4873514891197908,0.17,2.4977874220523684,0.7230954149077011,0.014713949334495657,1.0,3.985286050665504,1.8802887934392327,2.0
0,1.0,6.4743216881743555,1.9173066549515092,0.35335003691427364,3.913739708223413,2.317117426613653,0.0,0.0,9.376738969937941,2.9328436772769533,2.0
1,0.0,3.1368247090184243,0.21025302001435675,0.12754638700263207,4.31191383696674,1.290151812008614,0.0,0.0,1.4991565999521441,3.144569865975593,2.0
1,3.4280422040845635,6.31866344669495,2.714685111430315,0.20571957795915438,3.2942804220408455,2.5315502930605502,1.2140211020422818,0.6070105510211409,11.821031653063422,2.780296365712644,2.0
0,4.829164220706515,6.391503973435815,2.3831665688282606,0.20829164220706514,6.188999412969564,1.2134167155858697,0.0,0.0,0.0,4.8151250733788045,2.0
0,1.4309185308342522,4.3587365323460485,0.7227334658404995,0.6264450483675121,4.58430151904447,4.701635305320104,0.0,0.0,8.276325876662991,4.075362220374862,2.0
0,6.0,6.609,2.34,0.21,6.47,1.2006351182958999,0.0,0.0,0.0,5.873013698745099,2.0
1,4.852712529456035,6.854747889100033,3.567150797819019,0.19073643735271983,3.249612137076974,2.17036821867636,1.9263562647280172,0.9631781323640086,12.889534397092026,1.9095736855853578,2.0
0,5.0,6.437047471604377,2.34,0.21,6.23,1.21,0.0,0.0,0.0,5.396536970299842,2.0
0,6.0,6.749058580994567,2.29068359824135,0.21,6.47,1.19027343929654,0.0,0.0,0.0,5.967265607034601,2.0
1,6.0,6.549822979862557,2.3954784563788523,0.21,6.47,1.2084928187929507,0.0,0.0,0.0,5.43979667784582,2.0
0,0.924856808493264,1.7742474287382592,0.38535700353885993,0.31300572766026946,4.805780070216414,2.3279373858282284,0.0,0.0,0.0,3.8975914475187152,2.0
1,7.534346275029463,6.7929306694788005,2.3353434627502945,0.21,6.822899643256776,1.1846565372497053,0.0,0.0,0.0,5.926413431242634,2.0
1,0.0,1.803649048385147,0.41760620813073357,0.22999285995759775,0.9675847880035268,1.974955374734986,1.0,1.0,3.0,1.6049553747349858,2.0
1,7.913165752257643,6.748655475310957,2.384789945135459,0.21,6.9100281230192575,1.1808683424774236,0.0,0.0,0.0,5.895630164593624,2.0
1,7.585149532325472,6.799484289669985,2.3358514953232548,0.21,6.834584392434858,1.1841485046767453,0.0,0.0,0.0,5.913712616918632,2.0
0,3.273879155928152,6.5336705614045485,2.3717836253221556,0.2,5.292923989691026,1.0702534143041935,0.0,0.0,0.0,4.542290453930542,2.0
1,0.0,0.0,1.2324291879795755,0.16485837595915087,0.9774507672647159,0.7458713235302351,0.0,1.0,0.7570812020424559,1.275871323530235,2.0
1,0.37785054927578643,2.64911110313662,0.08889252746378933,0.10133551647827359,4.060423340710022,1.1115635604203364,0.0,0.0,2.377850549275786,3.3504888350582296,2.0
1,5.553491006022209,4.800663574291607,0.6304570175404092,0.24,2.8523958361141086,1.3249070952709994,0.0,0.0,7.758915167670368,3.2760623140158502,2.0
1,0.0,2.5711992896865343,0.0658990934298695,0.09205045328506525,4.4570634599091346,1.1520181314026101,0.0,0.0,2.0,3.1897154116922186,2.0
1,1.7485575604882015,0.0,0.3092742005995121,0.7289614435515052,1.2971393901220505,0.24812024899007334,0.0,0.25144243951179845,0.0,1.1722259364927583,2.0
1,8.0,6.824977356703357,2.3537365898512954,0.21,6.93,1.18,0.0,0.0,0.0,5.829231225791814,2.0
1,1.0,6.4126787682127695,2.4756861009941087,0.17792772350991942,3.4485090894005035,1.064867317880967,0.0,0.20722764900805646,0.0,3.288074379136707,2.0
0,1.487117330083231,6.868531600643103,2.4029266521795467,0.4095551668697981,5.031312508259217,2.371990753520214,0.2435586650416155,0.12177933252080775,9.487117330083231,3.2173310012187883,2.0
0,1.0,5.4521139468000985,1.6381408504712158,0.2105599305737783,2.6720603644876637,2.5733486548669546,0.0,1.0,4.486001735655543,2.5591710327150476,2.0
1,0.0,2.9776828987886628,1.2541932033284484,0.1737517174232976,1.635448355598341,1.62344823389561,1.0,1.0,3.0,1.2534482338956099,2.0
0,6.0,6.609,2.34,0.21,6.47,1.202686724820253,0.0,0.0,0.0,5.850446026977216,2.0
1,0.9778152579696984,2.9297795803585767,0.4415697980284854,0.2757848990142427,3.2704099626678773,2.4487195137372746,0.9778152579696984,0.9778152579696984,1.0221847420303016,2.239966267827272,2.0
1,0.0,3.5887430192423784,0.015055044400623212,0.2245412966614732,6.666091580335635,2.6988991119875356,0.0,0.0,1.0036696267082141,3.2976147426396607,2.0
0,1.0,4.794628693306488,1.7776423013073663,0.1971410372889887,2.476686482853234,1.253338995100924,0.0,0.4762106967890142,6.523789303210986,3.0933474877523097,2.0
1,1.5058855298124962,0.36271992487555993,0.21415820762062343,0.9049794814537511,3.4430194384100004,3.010115010255628,0.0,0.0,3.168628509937499,4.000941684769999,2.0
1,0.3077772397710494,3.7118732979521063,1.3376999515793944,0.188466634386263,1.953921743396234,2.0154992736909167,0.6922227602289506,1.0,3.3077772397710494,1.5500883293618914,2.0
0,6.0,6.609,2.34,0.21,6.47,1.1981638573521305,0.0,0.0,0.0,5.82124343526818,2.0
1,4.096078703680531,2.2496408024453447,1.2434182253150532,0.19160131172800884,3.3039150154335664,0.9544118055520796,0.0,0.0,4.128104938240708,4.369254814822231,2.0
1,0.0,3.0514159913892605,0.058231835532687064,0.1,4.8509617624697965,1.2592335096549832,0.0,0.0,2.0,3.476031072094456,2.0
0,0.7918178394696329,6.0276904777317375,2.30754535184089,0.17583635678939266,3.7709633419438844,1.1440910802651836,0.0,0.2081821605303671,0.0,3.092890025831653,2.0
1,4.179911794275272,6.489879129292509,2.3858995589713765,0.20589955897137635,5.737947076565163,1.1279911794275272,0.0,0.0,0.0,4.654183240912301,2.0
0,3.0798161319260995,6.880078666956464,2.968334726833765,0.3100114917546188,4.250890095356211,2.280410572414249,1.0399080659630497,0.5199540329815249,11.0798161319261,2.6200689505277124,2.0
1,7.420535778665075,6.735354466023957,2.3552321467199047,0.21,6.796723229092967,1.1857946422133492,0.0,0.0,0.0,5.984303559840286,2.0
1,1.6459952081670712,0.4631785642557902,0.2734713047907269,0.8648147069921064,3.4355469222310897,2.893823977221331,0.0,0.0,3.2153317360556906,4.023359233306731,2.0
0,1.0,5.884543240458898,2.0265741298347573,0.17885109144206063,2.838531769929182,1.9589898966899244,0.0,1.0,5.2787227139484845,3.0308400147993484,2.0
1,0.0,3.0196426690024873,0.06,0.1,4.749679452941094,1.225344193222483,0.0,0.0,2.0,3.2537835006395213,2.0
0,8.0,6.807842447066169,2.3851575529338316,0.21,6.93,1.18,0.0,0.0,0.0,5.8190315105867665,2.0
0,1.6172637120972921,6.598675956147343,2.5775407810723268,0.18234527424194585,3.3571005878079845,1.085928354548325,0.0,0.382736287902708,0.0,3.0972473188960983,2.0
1,0.0,3.6915516711311422,0.6471053985609694,0.21273521848706708,3.3037994855901864,1.588133675866976,0.0,0.0,0.0,2.4106735216049664,2.0
1,0.0,3.825767858451047,0.04608087849541885,0.1,6.059890188072644,1.6267648601832458,0.0,0.0,2.0,3.7735297203664917,2.0
1,0.0,2.806288197894845,0.03819865929733695,0.19083891959442936,4.7835409306484244,1.8540402210798914,0.0,0.0,1.2732886432445651,3.5998456231077447,2.0
0,3.664446825626677,6.41301331904624,2.39,0.2010963121708445,5.455379158863473,1.1343186534521783,0.0,0.0,0.0,4.35591192071307,2.0
1,0.9089979089486697,2.944,0.4145091844899812,0.2636196236107606,3.3783129483823755,2.363517323454297,0.9089979089486697,0.9089979089486697,1.0910020910513303,2.32738246744057,2.0
1,0.7263970326502283,2.5177265768690553,0.35971102077457534,0.2717919109795069,2.5605205222785754,2.3760308724070867,1.0,1.0,1.5472059346995435,2.085934545998612,2.0
1,0.5474463068991116,4.222608080002007,1.35927016762092,0.20284677841394672,2.167227213140209,2.339052514313801,0.45255369310088844,1.0,3.5474463068991113,1.799344159175076,2.0
1,7.4509104474161045,6.697738313399363,2.3680364178966444,0.21,6.803709402905704,1.185490895525839,0.0,0.0,0.0,5.907454477629194,2.0
1,0.08952872159672698,2.360387910543502,0.10402091420675624,0.10701045710337811,4.087633576131011,1.1962354974513851,0.08952872159672698,0.08952872159672698,1.9104712784032731,3.0394241505629456,2.0
0,3.808162193832198,6.8853591759052835,3.2268975788104304,0.2644898628854876,3.8940005250222227,2.2385306738546484,1.404081096916099,0.7020405484580495,11.808162193832198,2.3469391773129256,2.0
1,7.476397723984989,6.748803147073013,2.34523602276015,0.21,6.809571476516547,1.18523602276015,0.0,0.0,0.0,5.8728322731218014,2.0
1,7.302358128506537,6.732163669469677,2.348141487710392,0.21,6.769542369556503,1.1869764187149345,0.0,0.0,0.0,6.0055755368688235,2.0
1,1.5929435513477546,0.0,0.40370463554242886,0.2915060485943428,1.0508820560815306,0.5695524187034939,0.0,0.20352822432612272,0.0,0.9004344747850247,2.0
1,0.0,3.7791201898285154,0.049186936158923444,0.1,6.039110426491507,1.621952723709067,0.0,0.0,2.0,3.5204516392066623,2.0
0,1.0,6.105721733785412,2.2252495867183355,0.16263268679850323,2.923678394307858,1.644758306721,0.0,1.0,5.684182830037419,3.2720887838722645,2.0
0,1.2310822586846024,5.200864935521077,1.4161757581079222,0.2207567096526159,2.3458502090759357,2.5201869988466394,0.23108225868460253,1.0,4.693246776053808,2.1059315963339325,2.0
1,0.0,4.122702684137177,0.04066235977851866,0.1,6.737205027685168,1.8435056088592539,0.0,0.0,2.0,4.207011217718507,2.0
1,0.954138733595367,3.224182323103723,0.11724832401572202,0.11908277467190734,3.9368679703417446,1.186879189960695,0.0,0.0,2.954138733595367,3.6804698322829963,2.0
